"Rate","Quantity","Discount","Item Name","Sales Amount","Net Sales","Month","Date","Discount_per_unit","Year","id"
163.93,24,76.56,Berry Vanilla Croissant Sundae,3934.32,3857.76,,"2023-04-16",3.190000,,1704
231.91,21,81.27,Cafe Mocha,4870.11,4788.839999999999,,"2023-04-08",3.870000,,1705
125.37,41,93.48,Death By Chocolate Sundae,5140.17,5046.6900000000005,,"2023-04-16",2.280000,,1706
231.91,19,73.53,Cafe Mocha,4406.29,4332.76,,"2023-04-09",3.870000,,1707
201.15,14,37.38,Cafe Latte Regular,2816.1,2778.72,,"2023-03-20",2.670000,,1708
115.23,24,96.96,Vietnamese Iced Coffee,2765.52,2668.56,,"2023-04-16",4.040000,,1709
130.23,35,147.70,Caramel Affogato,4558.05,4410.35,,"2023-04-09",4.220000,,1710
226.41,21,93.24,Peri Peri Garlic Bread,4754.61,4661.37,,"2023-03-20",4.440000,,1711
225.70,4,19.04,Chilli Cheese Toast,902.8,883.76,,"2023-04-16",4.760000,,1712
223.30,5,15.60,Plant Milk Frappe-Oat,1116.5,1100.9,,"2023-03-20",3.120000,,1713
143.24,45,116.10,Tiramisu Affogato,6445.8,6329.7,,"2023-04-16",2.580000,,1714
223.30,13,40.56,Plant Milk Frappe-Oat,2902.9,2862.34,,"2023-03-20",3.120000,,1715
231.91,11,42.57,Cafe Mocha,2551.01,2508.44,,"2023-04-16",3.870000,,1716
243.15,8,13.44,Peanut Butter Banana Frappe,1945.2,1931.76,,"2023-03-20",1.680000,,1717
89.48,34,125.12,Hazelnut Affogato,3042.32,2917.2000000000003,,"2023-04-24",3.680000,,1718
176.72,16,52.00,Paneer N Mozzarella Toastizza,2827.52,2775.52,,"2023-04-16",3.250000,,1719
172.51,23,77.28,Tandoori Chicken Double Decker Sandwich,3967.73,3890.45,,"2023-03-20",3.360000,,1720
231.91,10,38.70,Cafe Mocha,2319.1,2280.4,,"2023-04-24",3.870000,,1721
174.70,29,35.38,Irish Affogato,5066.3,5030.92,,"2023-04-16",1.220000,,1722
150.19,36,74.52,Frappe Lite,5406.84,5332.32,,"2023-04-09",2.070000,,1723
180.56,19,19.76,Classic New York Cheesecake,3430.64,3410.8799999999997,,"2023-04-24",1.040000,,1724
115.23,9,36.36,Vietnamese Iced Coffee,1037.07,1000.7099999999999,,"2023-04-16",4.040000,,1725
231.91,11,42.57,Cafe Mocha,2551.01,2508.44,,"2023-04-09",3.870000,,1726
173.56,25,114.75,Signature Choco Fantasy,4339.0,4224.25,,"2023-04-24",4.590000,,1727
174.70,14,17.08,Irish Affogato,2445.8,2428.7200000000003,,"2023-04-16",1.220000,,1728
132.68,8,20.40,Cappuccino King,1061.44,1041.04,,"2023-04-09",2.550000,,1729
115.23,30,121.20,Vietnamese Iced Coffee,3456.9,3335.7000000000003,,"2023-04-24",4.040000,,1730
182.12,21,86.73,Irish Coffee,3824.52,3737.79,,"2023-04-16",4.130000,,1731
160.93,19,51.87,Hazelnut Cappuccino,3057.67,3005.8,,"2023-04-09",2.730000,,1732
106.80,35,60.90,Dutch Truffle Cake,3738.0,3677.1,,"2023-04-24",1.740000,,1733
182.49,23,80.73,Flat White,4197.27,4116.540000000001,,"2023-04-16",3.510000,,1734
160.93,30,81.90,Hazelnut Cappuccino,4827.9,4746.0,,"2023-04-24",2.730000,,1735
201.15,28,74.76,Cafe Latte Regular,5632.2,5557.44,,"2023-04-09",2.670000,,1736
185.05,14,57.54,Croissant,2590.7,2533.16,,"2023-04-16",4.110000,,1737
165.86,14,10.22,Sizzle My Brownie Sundae,2322.04,2311.82,,"2023-04-24",0.730000,,1738
228.98,5,13.20,Chocolate Croissant,1144.9,1131.7,,"2023-04-09",2.640000,,1739
251.37,17,73.95,Gooey Fudgy Brownie Sundae,4273.29,4199.34,,"2023-04-24",4.350000,,1740
140.51,8,31.52,Cafe Americano Strong,1124.08,1092.56,,"2023-04-24",3.940000,,1741
190.93,23,43.47,Classic Affogato,4391.39,4347.92,,"2023-03-20",1.890000,,1742
115.23,20,80.80,Vietnamese Iced Coffee,2304.6,2223.7999999999997,,"2023-04-24",4.040000,,1743
231.91,13,50.31,Cafe Mocha,3014.83,2964.52,,"2023-03-20",3.870000,,1744
252.24,18,16.56,Hazelnut Brownie,4540.32,4523.759999999999,,"2023-04-24",0.920000,,1745
143.24,9,23.22,Tiramisu Affogato,1289.16,1265.94,,"2023-04-16",2.580000,,1746
191.47,6,17.22,Nutty Chocolate Croissant Sundae,1148.82,1131.6,,"2023-04-09",2.870000,,1747
201.15,14,37.38,Cafe Latte Regular,2816.1,2778.72,,"2023-04-24",2.670000,,1748
109.74,39,147.03,Salted Caramel Cappuccino,4279.86,4132.83,,"2023-04-17",3.770000,,1749
143.24,21,54.18,Tiramisu Affogato,3008.04,2953.86,,"2023-04-09",2.580000,,1750
150.19,23,47.61,Frappe Lite,3454.37,3406.7599999999998,,"2023-04-24",2.070000,,1751
147.59,11,25.96,Soya Cappuccino King,1623.49,1597.53,,"2023-03-20",2.360000,,1752
225.70,8,38.08,Chilli Cheese Toast,1805.6,1767.52,,"2023-04-17",4.760000,,1753
225.70,23,109.48,Chilli Cheese Toast,5191.1,5081.620000000001,,"2023-04-09",4.760000,,1754
173.56,12,55.08,Signature Choco Fantasy,2082.72,2027.6399999999999,,"2023-04-24",4.590000,,1755
245.97,4,11.68,Vanilla Latte Regular,983.88,972.2,,"2023-03-20",2.920000,,1756
194.70,5,18.80,Coconut Spiced Latte,973.5,954.7,,"2023-04-17",3.760000,,1757
245.97,12,35.04,Vanilla Latte Regular,2951.64,2916.6,,"2023-04-09",2.920000,,1758
147.64,41,84.46,Irish Cappuccino,6053.24,5968.78,,"2023-04-24",2.060000,,1759
175.70,11,16.83,Irish Latte,1932.7,1915.8700000000001,,"2023-03-20",1.530000,,1760
160.93,30,81.90,Hazelnut Cappuccino,4827.9,4746.0,,"2023-04-17",2.730000,,1761
228.98,6,15.84,Chocolate Croissant,1373.88,1358.0400000000002,,"2023-04-09",2.640000,,1762
89.48,34,125.12,Hazelnut Affogato,3042.32,2917.2000000000003,,"2023-04-25",3.680000,,1763
99.79,27,24.57,Cappuccino Regular,2694.33,2669.7599999999998,,"2023-03-20",0.910000,,1764
228.98,10,26.40,Chocolate Croissant,2289.8,2263.4,,"2023-04-17",2.640000,,1765
160.93,21,57.33,Hazelnut Cappuccino,3379.53,3322.2000000000003,,"2023-04-09",2.730000,,1766
125.37,45,102.60,Death By Chocolate Sundae,5641.65,5539.049999999999,,"2023-04-25",2.280000,,1767
243.15,16,26.88,Peanut Butter Banana Frappe,3890.4,3863.52,,"2023-04-17",1.680000,,1768
245.97,9,26.28,Vanilla Latte Regular,2213.73,2187.45,,"2023-04-09",2.920000,,1769
167.97,31,35.65,Smoked Chicken Double Decker Sandwich,5207.07,5171.42,,"2023-04-25",1.150000,,1770
173.56,17,78.03,Signature Choco Fantasy,2950.52,2872.49,,"2023-04-17",4.590000,,1771
194.70,28,105.28,Coconut Spiced Latte,5451.6,5346.320000000001,,"2023-04-25",3.760000,,1772
109.07,28,35.28,Cafe Latte King,3053.96,3018.68,,"2023-03-20",1.260000,,1773
173.56,19,87.21,Signature Choco Fantasy,3297.64,3210.43,,"2023-04-17",4.590000,,1774
185.05,17,69.87,Croissant,3145.85,3075.98,,"2023-04-25",4.110000,,1775
195.26,9,25.56,Adrak Wali Chai,1757.34,1731.78,,"2023-03-20",2.840000,,1776
194.70,24,90.24,Coconut Spiced Latte,4672.8,4582.56,,"2023-04-17",3.760000,,1777
141.44,27,89.37,Cheese Tomato Croissant Sliders,3818.88,3729.51,,"2023-04-25",3.310000,,1778
195.31,5,24.20,Espresso,976.55,952.3499999999999,,"2023-03-20",4.840000,,1779
233.02,8,37.04,Filter Coffee,1864.16,1827.1200000000001,,"2023-04-17",4.630000,,1780
176.72,10,32.50,Paneer N Mozzarella Toastizza,1767.2,1734.7,,"2023-04-25",3.250000,,1781
173.56,5,22.95,Signature Choco Fantasy,867.8,844.8499999999999,,"2023-04-10",4.590000,,1782
148.51,21,30.03,White Mocha,3118.71,3088.68,,"2023-04-17",1.430000,,1783
241.92,14,65.38,Butterscotch Crunch Cake,3386.88,3321.5,,"2023-04-25",4.670000,,1784
150.19,41,84.87,Frappe Lite,6157.79,6072.92,,"2023-04-10",2.070000,,1785
147.64,19,39.14,Irish Cappuccino,2805.16,2766.02,,"2023-03-20",2.060000,,1786
132.68,12,30.60,Cappuccino King,1592.16,1561.5600000000002,,"2023-04-17",2.550000,,1787
228.98,5,13.20,Chocolate Croissant,1144.9,1131.7,,"2023-04-10",2.640000,,1788
206.17,21,55.44,Smoked Chicken Sandwich,4329.57,4274.13,,"2023-04-25",2.640000,,1789
204.53,28,48.16,Cafe Americano Regular,5726.84,5678.68,,"2023-04-18",1.720000,,1790
182.49,6,21.06,Flat White,1094.94,1073.88,,"2023-04-25",3.510000,,1791
109.74,47,177.19,Salted Caramel Cappuccino,5157.78,4980.59,,"2023-04-10",3.770000,,1792
206.17,7,18.48,Smoked Chicken Sandwich,1443.19,1424.71,,"2023-04-18",2.640000,,1793
179.99,26,78.52,Smoked Chicken N Mozzarella Toastizza,4679.74,4601.219999999999,,"2023-04-25",3.020000,,1794
109.07,40,50.40,Cafe Latte King,4362.8,4312.400000000001,,"2023-04-10",1.260000,,1795
194.70,26,97.76,Coconut Spiced Latte,5062.2,4964.44,,"2023-04-18",3.760000,,1796
147.64,23,47.38,Irish Cappuccino,3395.72,3348.3399999999997,,"2023-04-25",2.060000,,1797
190.93,11,20.79,Classic Affogato,2100.23,2079.44,,"2023-04-10",1.890000,,1798
251.37,16,69.60,Gooey Fudgy Brownie Sundae,4021.92,3952.32,,"2023-04-18",4.350000,,1799
182.49,30,105.30,Flat White,5474.7,5369.4,,"2023-04-25",3.510000,,1800
175.70,14,21.42,Irish Latte,2459.8,2438.38,,"2023-04-25",1.530000,,1801
99.79,55,50.05,Cappuccino Regular,5488.45,5438.4,,"2023-04-18",0.910000,,1802
243.15,10,16.80,Peanut Butter Banana Frappe,2431.5,2414.7,,"2023-04-25",1.680000,,1803
106.80,22,38.28,Dutch Truffle Cake,2349.6,2311.3199999999997,,"2023-03-20",1.740000,,1804
132.68,22,56.10,Cappuccino King,2918.96,2862.86,,"2023-04-18",2.550000,,1805
173.04,9,42.48,Spinach Corn N Cheese Sandwich,1557.36,1514.8799999999999,,"2023-04-10",4.720000,,1806
245.97,29,84.68,Vanilla Latte Regular,7133.13,7048.45,,"2023-04-25",2.920000,,1807
228.98,9,23.76,Chocolate Croissant,2060.82,2037.0600000000002,,"2023-03-20",2.640000,,1808
89.48,34,125.12,Hazelnut Affogato,3042.32,2917.2000000000003,,"2023-04-18",3.680000,,1809
195.31,23,111.32,Espresso,4492.13,4380.81,,"2023-04-10",4.840000,,1810
147.59,25,59.00,Soya Cappuccino King,3689.75,3630.75,,"2023-04-25",2.360000,,1811
248.19,16,62.24,Vanilla Cappuccino Regular,3971.04,3908.8,,"2023-04-18",3.890000,,1812
148.51,16,22.88,White Mocha,2376.16,2353.2799999999997,,"2023-04-26",1.430000,,1813
206.17,24,63.36,Smoked Chicken Sandwich,4948.08,4884.72,,"2023-04-18",2.640000,,1814
174.70,19,23.18,Irish Affogato,3319.3,3296.1200000000003,,"2023-04-26",1.220000,,1815
243.15,23,38.64,Peanut Butter Banana Frappe,5592.45,5553.8099999999995,,"2023-04-18",1.680000,,1816
222.93,12,28.20,Espresso Doppio,2675.16,2646.96,,"2023-04-10",2.350000,,1817
150.19,17,35.19,Frappe Lite,2553.23,2518.04,,"2023-03-21",2.070000,,1818
191.47,16,45.92,Nutty Chocolate Croissant Sundae,3063.52,3017.6,,"2023-04-26",2.870000,,1819
147.59,18,42.48,Soya Cappuccino King,2656.62,2614.14,,"2023-04-18",2.360000,,1820
248.19,8,31.12,Vanilla Cappuccino Regular,1985.52,1954.4,,"2023-04-10",3.890000,,1821
145.80,9,17.46,Hazelnut Latte,1312.2,1294.74,,"2023-03-21",1.940000,,1822
165.86,22,16.06,Sizzle My Brownie Sundae,3648.92,3632.86,,"2023-04-26",0.730000,,1823
109.07,55,69.30,Cafe Latte King,5998.85,5929.55,,"2023-04-18",1.260000,,1824
173.04,16,75.52,Spinach Corn N Cheese Sandwich,2768.64,2693.12,,"2023-04-10",4.720000,,1825
148.51,21,30.03,White Mocha,3118.71,3088.68,,"2023-03-21",1.430000,,1826
176.72,15,48.75,Paneer N Mozzarella Toastizza,2650.8,2602.05,,"2023-04-26",3.250000,,1827
239.31,21,73.29,Paneer Tikka Sandwich,5025.51,4952.22,,"2023-04-18",3.490000,,1828
143.24,33,85.14,Tiramisu Affogato,4726.92,4641.78,,"2023-04-10",2.580000,,1829
167.97,12,13.80,Smoked Chicken Double Decker Sandwich,2015.64,2001.8400000000001,,"2023-03-21",1.150000,,1830
195.31,12,58.08,Espresso,2343.72,2285.64,,"2023-04-26",4.840000,,1831
141.44,17,56.27,Cheese Tomato Croissant Sliders,2404.48,2348.21,,"2023-04-18",3.310000,,1832
115.23,45,181.80,Vietnamese Iced Coffee,5185.35,5003.55,,"2023-03-21",4.040000,,1833
125.37,32,72.96,Death By Chocolate Sundae,4011.84,3938.88,,"2023-04-26",2.280000,,1834
146.26,18,10.44,Classic Hot Fudge Sundae,2632.68,2622.24,,"2023-04-18",0.580000,,1835
243.15,3,5.04,Peanut Butter Banana Frappe,729.45,724.4100000000001,,"2023-04-26",1.680000,,1836
160.93,29,79.17,Hazelnut Cappuccino,4666.97,4587.8,,"2023-04-10",2.730000,,1837
231.91,12,46.44,Cafe Mocha,2782.92,2736.48,,"2023-04-18",3.870000,,1838
210.85,15,42.45,Red Velvet Cake,3162.75,3120.3,,"2023-04-26",2.830000,,1839
104.69,19,18.05,Spicy Mango Slush,1989.11,1971.06,,"2023-04-10",0.950000,,1840
125.37,32,72.96,Death By Chocolate Sundae,4011.84,3938.88,,"2023-04-18",2.280000,,1841
206.17,15,39.60,Smoked Chicken Sandwich,3092.55,3052.9500000000003,,"2023-03-21",2.640000,,1842
89.48,17,62.56,Hazelnut Affogato,1521.16,1458.6000000000001,,"2023-04-26",3.680000,,1843
206.17,21,55.44,Smoked Chicken Sandwich,4329.57,4274.13,,"2023-04-10",2.640000,,1844
182.12,20,82.60,Irish Coffee,3642.4,3559.8,,"2023-04-26",4.130000,,1845
243.15,10,16.80,Peanut Butter Banana Frappe,2431.5,2414.7,,"2023-04-26",1.680000,,1846
147.64,36,74.16,Irish Cappuccino,5315.04,5240.88,,"2023-04-10",2.060000,,1847
115.23,43,173.72,Vietnamese Iced Coffee,4954.89,4781.17,,"2023-03-21",4.040000,,1848
89.48,39,143.52,Hazelnut Affogato,3489.72,3346.2,,"2023-04-26",3.680000,,1849
194.70,31,116.56,Coconut Spiced Latte,6035.7,5919.139999999999,,"2023-04-10",3.760000,,1850
109.07,27,34.02,Cafe Latte King,2944.89,2910.87,,"2023-04-26",1.260000,,1851
179.99,34,102.68,Smoked Chicken N Mozzarella Toastizza,6119.66,6016.98,,"2023-04-11",3.020000,,1852
147.59,33,77.88,Soya Cappuccino King,4870.47,4792.59,,"2023-04-26",2.360000,,1853
140.51,21,82.74,Cafe Americano Strong,2950.71,2867.9700000000003,,"2023-04-26",3.940000,,1854
155.00,34,134.64,Elaichi Chai,5270.0,5135.36,,"2023-04-11",3.960000,,1855
252.24,22,20.24,Hazelnut Brownie,5549.28,5529.04,,"2023-04-27",0.920000,,1856
243.15,7,11.76,Peanut Butter Banana Frappe,1702.05,1690.29,,"2023-04-11",1.680000,,1857
160.93,19,51.87,Hazelnut Cappuccino,3057.67,3005.8,,"2023-04-18",2.730000,,1858
125.37,12,27.36,Death By Chocolate Sundae,1504.44,1477.0800000000002,,"2023-04-27",2.280000,,1859
239.31,28,97.72,Paneer Tikka Sandwich,6700.68,6602.96,,"2023-04-11",3.490000,,1860
147.59,13,30.68,Soya Cappuccino King,1918.67,1887.99,,"2023-04-18",2.360000,,1861
175.70,17,26.01,Irish Latte,2986.9,2960.89,,"2023-04-27",1.530000,,1862
109.07,31,39.06,Cafe Latte King,3381.17,3342.11,,"2023-04-11",1.260000,,1863
125.37,31,70.68,Death By Chocolate Sundae,3886.47,3815.79,,"2023-04-27",2.280000,,1864
241.92,10,46.70,Butterscotch Crunch Cake,2419.2,2372.5,,"2023-04-18",4.670000,,1865
150.19,35,72.45,Frappe Lite,5256.65,5184.2,,"2023-04-27",2.070000,,1866
201.15,29,77.43,Cafe Latte Regular,5833.35,5755.92,,"2023-04-11",2.670000,,1867
176.72,22,71.50,Paneer N Mozzarella Toastizza,3887.84,3816.34,,"2023-04-18",3.250000,,1868
245.97,8,23.36,Vanilla Latte Regular,1967.76,1944.4,,"2023-04-27",2.920000,,1869
89.48,62,228.16,Hazelnut Affogato,5547.76,5319.6,,"2023-04-19",3.680000,,1870
106.80,30,52.20,Dutch Truffle Cake,3204.0,3151.8,,"2023-04-27",1.740000,,1871
148.51,11,15.73,White Mocha,1633.61,1617.8799999999999,,"2023-03-21",1.430000,,1872
173.56,7,32.13,Signature Choco Fantasy,1214.92,1182.79,,"2023-04-27",4.590000,,1873
239.31,12,41.88,Paneer Tikka Sandwich,2871.72,2829.8399999999997,,"2023-04-11",3.490000,,1874
241.92,16,74.72,Butterscotch Crunch Cake,3870.72,3796.0,,"2023-04-27",4.670000,,1875
150.19,33,68.31,Frappe Lite,4956.27,4887.96,,"2023-04-11",2.070000,,1876
89.48,35,128.80,Hazelnut Affogato,3131.8,3003.0,,"2023-04-27",3.680000,,1877
140.51,16,63.04,Cafe Americano Strong,2248.16,2185.12,,"2023-04-27",3.940000,,1878
141.44,16,52.96,Cheese Tomato Croissant Sliders,2263.04,2210.08,,"2023-04-27",3.310000,,1879
223.30,10,31.20,Plant Milk Frappe-Oat,2233.0,2201.8,,"2023-04-27",3.120000,,1880
160.93,13,35.49,Hazelnut Cappuccino,2092.09,2056.6000000000004,,"2023-04-27",2.730000,,1881
130.23,26,109.72,Caramel Affogato,3385.98,3276.26,,"2023-04-11",4.220000,,1882
143.24,31,79.98,Tiramisu Affogato,4440.44,4360.46,,"2023-04-27",2.580000,,1883
204.53,13,22.36,Cafe Americano Regular,2658.89,2636.5299999999997,,"2023-03-21",1.720000,,1884
179.99,12,36.24,Smoked Chicken N Mozzarella Toastizza,2159.88,2123.6400000000003,,"2023-04-11",3.020000,,1885
143.24,22,56.76,Tiramisu Affogato,3151.28,3094.52,,"2023-04-27",2.580000,,1886
223.30,24,74.88,Plant Milk Frappe-Oat,5359.2,5284.32,,"2023-04-11",3.120000,,1887
241.92,17,79.39,Butterscotch Crunch Cake,4112.64,4033.2500000000005,,"2023-03-21",4.670000,,1888
172.51,11,36.96,Tandoori Chicken Double Decker Sandwich,1897.61,1860.6499999999999,,"2023-04-27",3.360000,,1889
130.23,30,126.60,Caramel Affogato,3906.9,3780.3,,"2023-04-11",4.220000,,1890
210.85,21,59.43,Red Velvet Cake,4427.85,4368.42,,"2023-03-21",2.830000,,1891
237.94,27,81.54,Choco Nirvana Sundae,6424.38,6342.84,,"2023-04-27",3.020000,,1892
195.26,20,56.80,Adrak Wali Chai,3905.2,3848.3999999999996,,"2023-04-11",2.840000,,1893
140.51,24,94.56,Cafe Americano Strong,3372.24,3277.68,,"2023-03-21",3.940000,,1894
194.70,7,26.32,Coconut Spiced Latte,1362.9,1336.5800000000002,,"2023-04-27",3.760000,,1895
130.23,21,88.62,Caramel Affogato,2734.83,2646.21,,"2023-04-19",4.220000,,1896
225.70,7,33.32,Chilli Cheese Toast,1579.9,1546.5800000000002,,"2023-04-27",4.760000,,1897
165.86,27,19.71,Sizzle My Brownie Sundae,4478.22,4458.51,,"2023-04-19",0.730000,,1898
182.12,27,111.51,Irish Coffee,4917.24,4805.73,,"2023-03-21",4.130000,,1899
89.48,20,73.60,Hazelnut Affogato,1789.6,1716.0,,"2023-04-28",3.680000,,1900
185.05,29,119.19,Croissant,5366.45,5247.26,,"2023-04-19",4.110000,,1901
243.15,10,16.80,Peanut Butter Banana Frappe,2431.5,2414.7,,"2023-04-11",1.680000,,1902
176.72,31,100.75,Paneer N Mozzarella Toastizza,5478.32,5377.57,,"2023-04-28",3.250000,,1903
173.04,29,136.88,Spinach Corn N Cheese Sandwich,5018.16,4881.28,,"2023-04-19",4.720000,,1904
195.31,17,82.28,Espresso,3320.27,3237.99,,"2023-04-28",4.840000,,1905
190.93,10,18.90,Classic Affogato,1909.3,1890.3999999999999,,"2023-04-19",1.890000,,1906
251.37,6,26.10,Gooey Fudgy Brownie Sundae,1508.22,1482.1200000000001,,"2023-03-21",4.350000,,1907
185.05,22,90.42,Croissant,4071.1,3980.68,,"2023-04-28",4.110000,,1908
141.44,33,109.23,Cheese Tomato Croissant Sliders,4667.52,4558.290000000001,,"2023-03-22",3.310000,,1909
245.97,12,35.04,Vanilla Latte Regular,2951.64,2916.6,,"2023-04-19",2.920000,,1910
252.24,16,14.72,Hazelnut Brownie,4035.84,4021.1200000000003,,"2023-04-12",0.920000,,1911
239.31,22,76.78,Paneer Tikka Sandwich,5264.82,5188.04,,"2023-04-28",3.490000,,1912
210.85,29,82.07,Red Velvet Cake,6114.65,6032.58,,"2023-03-22",2.830000,,1913
195.31,41,198.44,Espresso,8007.71,7809.27,,"2023-04-19",4.840000,,1914
185.05,25,102.75,Croissant,4626.25,4523.5,,"2023-04-12",4.110000,,1915
252.24,20,18.40,Hazelnut Brownie,5044.8,5026.400000000001,,"2023-04-28",0.920000,,1916
226.41,23,102.12,Peri Peri Garlic Bread,5207.43,5105.31,,"2023-03-22",4.440000,,1917
195.26,22,62.48,Adrak Wali Chai,4295.72,4233.240000000001,,"2023-04-19",2.840000,,1918
175.70,9,13.77,Irish Latte,1581.3,1567.53,,"2023-04-12",1.530000,,1919
252.24,7,6.44,Hazelnut Brownie,1765.68,1759.24,,"2023-04-28",0.920000,,1920
146.26,18,10.44,Classic Hot Fudge Sundae,2632.68,2622.24,,"2023-03-22",0.580000,,1921
130.23,15,63.30,Caramel Affogato,1953.45,1890.15,,"2023-04-19",4.220000,,1922
106.80,51,88.74,Dutch Truffle Cake,5446.8,5358.06,,"2023-04-12",1.740000,,1923
89.48,36,132.48,Hazelnut Affogato,3221.28,3088.8,,"2023-03-22",3.680000,,1924
245.97,22,64.24,Vanilla Latte Regular,5411.34,5347.1,,"2023-04-28",2.920000,,1925
146.26,14,8.12,Classic Hot Fudge Sundae,2047.64,2039.5200000000002,,"2023-04-19",0.580000,,1926
243.15,21,35.28,Peanut Butter Banana Frappe,5106.15,5070.87,,"2023-04-12",1.680000,,1927
210.85,17,48.11,Red Velvet Cake,3584.45,3536.3399999999997,,"2023-04-28",2.830000,,1928
130.23,21,88.62,Caramel Affogato,2734.83,2646.21,,"2023-04-19",4.220000,,1929
115.23,27,109.08,Vietnamese Iced Coffee,3111.21,3002.13,,"2023-04-12",4.040000,,1930
195.41,15,43.95,Plant Milk Frappe-Coconut,2931.15,2887.2000000000003,,"2023-04-19",2.930000,,1931
206.17,18,47.52,Smoked Chicken Sandwich,3711.06,3663.54,,"2023-03-22",2.640000,,1932
226.41,7,31.08,Peri Peri Garlic Bread,1584.87,1553.79,,"2023-04-28",4.440000,,1933
148.51,14,20.02,White Mocha,2079.14,2059.12,,"2023-04-19",1.430000,,1934
251.37,10,43.50,Gooey Fudgy Brownie Sundae,2513.7,2470.2,,"2023-04-28",4.350000,,1935
146.26,43,24.94,Classic Hot Fudge Sundae,6289.18,6264.240000000001,,"2023-04-19",0.580000,,1936
245.97,20,58.40,Vanilla Latte Regular,4919.4,4861.0,,"2023-04-28",2.920000,,1937
148.51,22,31.46,White Mocha,3267.22,3235.7599999999998,,"2023-04-12",1.430000,,1938
195.41,25,73.25,Plant Milk Frappe-Coconut,4885.25,4812.0,,"2023-03-22",2.930000,,1939
228.98,11,29.04,Chocolate Croissant,2518.78,2489.7400000000002,,"2023-04-19",2.640000,,1940
206.34,23,93.61,Paneer Tikka Double Decker Sandwich,4745.82,4652.21,,"2023-04-28",4.070000,,1941
201.15,22,58.74,Cafe Latte Regular,4425.3,4366.56,,"2023-03-22",2.670000,,1942
176.72,21,68.25,Paneer N Mozzarella Toastizza,3711.12,3642.87,,"2023-04-19",3.250000,,1943
204.53,8,13.76,Cafe Americano Regular,1636.24,1622.48,,"2023-04-28",1.720000,,1944
241.92,11,51.37,Butterscotch Crunch Cake,2661.12,2609.75,,"2023-03-22",4.670000,,1945
176.72,36,117.00,Paneer N Mozzarella Toastizza,6361.92,6244.92,,"2023-04-19",3.250000,,1946
195.26,22,62.48,Adrak Wali Chai,4295.72,4233.240000000001,,"2023-04-28",2.840000,,1947
89.48,62,228.16,Hazelnut Affogato,5547.76,5319.6,,"2023-03-22",3.680000,,1948
251.37,12,52.20,Gooey Fudgy Brownie Sundae,3016.44,2964.2400000000002,,"2023-04-20",4.350000,,1949
150.19,7,14.49,Frappe Lite,1051.33,1036.84,,"2023-04-12",2.070000,,1950
206.34,22,89.54,Paneer Tikka Double Decker Sandwich,4539.48,4449.94,,"2023-04-28",4.070000,,1951
148.51,35,50.05,White Mocha,5197.85,5147.8,,"2023-04-12",1.430000,,1952
251.37,15,65.25,Gooey Fudgy Brownie Sundae,3770.55,3705.3,,"2023-04-28",4.350000,,1953
231.91,14,54.18,Cafe Mocha,3246.74,3192.56,,"2023-04-28",3.870000,,1954
147.59,14,33.04,Soya Cappuccino King,2066.26,2033.2200000000003,,"2023-04-12",2.360000,,1955
245.97,12,35.04,Vanilla Latte Regular,2951.64,2916.6,,"2023-04-28",2.920000,,1956
222.93,7,16.45,Espresso Doppio,1560.51,1544.06,,"2023-04-12",2.350000,,1957
155.00,19,75.24,Elaichi Chai,2945.0,2869.76,,"2023-04-28",3.960000,,1958
194.70,21,78.96,Coconut Spiced Latte,4088.7,4009.74,,"2023-04-12",3.760000,,1959
195.41,8,23.44,Plant Milk Frappe-Coconut,1563.28,1539.84,,"2023-05-01",2.930000,,1960
182.49,32,112.32,Flat White,5839.68,5727.360000000001,,"2023-04-20",3.510000,,1961
182.12,11,45.43,Irish Coffee,2003.32,1957.8899999999999,,"2023-05-01",4.130000,,1962
180.56,9,9.36,Classic New York Cheesecake,1625.04,1615.68,,"2023-05-01",1.040000,,1963
237.94,14,42.28,Choco Nirvana Sundae,3331.16,3288.8799999999997,,"2023-04-20",3.020000,,1964
150.19,20,41.40,Frappe Lite,3003.8,2962.4,,"2023-04-12",2.070000,,1965
195.26,10,28.40,Adrak Wali Chai,1952.6,1924.1999999999998,,"2023-05-01",2.840000,,1966
182.49,10,35.10,Flat White,1824.9,1789.8000000000002,,"2023-04-20",3.510000,,1967
132.68,9,22.95,Cappuccino King,1194.12,1171.1699999999998,,"2023-04-12",2.550000,,1968
130.23,17,71.74,Caramel Affogato,2213.91,2142.17,,"2023-04-20",4.220000,,1969
228.98,18,47.52,Chocolate Croissant,4121.64,4074.1200000000003,,"2023-03-22",2.640000,,1970
182.49,27,94.77,Flat White,4927.23,4832.459999999999,,"2023-04-20",3.510000,,1971
109.07,48,60.48,Cafe Latte King,5235.36,5174.88,,"2023-05-01",1.260000,,1972
125.37,14,31.92,Death By Chocolate Sundae,1755.18,1723.26,,"2023-04-20",2.280000,,1973
179.99,24,72.48,Smoked Chicken N Mozzarella Toastizza,4319.76,4247.280000000001,,"2023-05-01",3.020000,,1974
185.05,10,41.10,Croissant,1850.5,1809.4,,"2023-04-12",4.110000,,1975
147.59,14,33.04,Soya Cappuccino King,2066.26,2033.2200000000003,,"2023-03-22",2.360000,,1976
248.19,6,23.34,Vanilla Cappuccino Regular,1489.14,1465.8000000000002,,"2023-05-01",3.890000,,1977
